id,type,url,description,name,permalink,state,banner-url,restrict-forum-creation,description-display-mode,visibility-mode,platform-analytics-tag-list,project-tag-list,image-url,image-caption,image-description,text-wrap-mode,subscribers-count,view-count,home-project,published-at,forum-topics,survey-tools,banner-caption,quick-poll-layout,created-at,updated-at,archival-reason-message,access,contribution-count,is-social-sharing-modal-enabled,role-in-current-context,can-contribute,scheduled-at,parent-id,meta-description,meta-keywords,redirect-url
29516,projects,https://engagevancouver.ca.engagementhq.com/1628-station-st,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/22a3fa1ae78247d5016feced1da1eff4e117143b/original/1648757174/dba13036a941d5a8675f9808499270df_Capture.JPG?1648757174"" style=""width: 100%;"" class=""fr-fic fr-dib"">MCM Architects has applied to the City of Vancouver for permission to develop a new eight-storey, mixed-use building fronting on Scotia Street with retail at level 1 and laboratory and ancillary office at levels 1-8, and retaining the existing building on site, consisting of:</p><ul><li>A total Floor Space Ratio of 2.2 (28,722 m<sup>2</sup> / 309,163 sq.ft.) including 1.7 new (21,922 m<sup>2</sup> / 235,967 sq.ft.) and 0.5 existing (6,800 m<sup>2</sup> / 73,196 sq.ft.)</li><li>A proposed height of approximately 45.01 m / 147.68 ft.</li><li>338 parking spaces and 136 Class A bicycle spaces located on three levels of underground parking with access off of Scotia Street</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-i-3.pdf"">I-3 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",1628 Station St (DP-2022-00030) development application ,1628-station-st,archived,NA,TRUE,detailed,Public,"Development, Strathcona, Approved","Development, Strathcona, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/22a3fa1ae78247d5016feced1da1eff4e117143b/original/1648757213/247eb7d26930b0cbc70b2ad9db482672_Capture.JPG?1648757213,View from the northside,NA,textwrap_default,0,677,FALSE,2022-03-31T13:30:42-07:00,0,1,,tool,2022-03-28T10:20:47-07:00,2022-07-21T13:28:46-07:00,"<p><strong>The Director of Planning approved the application on July 20, 2022, subject to conditions. &nbsp;A Development Permit may be issued once all conditions have been satisfied. For more information, please see the Prior-to letter under &quot;Application documents&quot;</strong></p><p><br></p>",FALSE,2,FALSE,participant,TRUE,NA,15404,NA,NA,NA
29533,projects,https://engagevancouver.ca.engagementhq.com/2335-w-6-ave,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/dc9414157e151bb4ee04718ac991eacef8723c33/original/1648770643/673ffc64f2a5c540509aa154be490204_Rendering_view_from_W_6th_Ave.png?1648770643"" style=""width: 100%;"" class=""fr-fic fr-dib""></p><p>Metric Architecture has applied to the City of Vancouver for permission to alter and convert this existing one-family dwelling to a three-unit Multiple Conversion Dwelling and to develop a two-storey infill one-family dwelling at the rear, consisting of:</p><ul><li>A proposed Floor Space Ratio of 0.76 for the site (approximately 4,564 sq. ft.)</li><li>A proposed height of 35.00 ft. for the character building</li><li>A proposed height of 23.50 ft. for the Infill building</li><li>Three vehicle parking spaces, having access from West 6th Avenue</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-rt-8.pdf"">RT-8 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",2335 W 6th Ave (DP-2022-00134) development application ,2335-w-6-ave,archived,NA,TRUE,detailed,Public,"Development, Kitsilano, Approved","Development, Kitsilano, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/dc9414157e151bb4ee04718ac991eacef8723c33/original/1648770682/f3c9d5045805f0546f189afc94272f9d_Rendering_view_from_W_6th_Ave.png?1648770682,View from the northside,NA,textwrap_default,0,464,FALSE,2022-04-01T08:15:43-07:00,0,1,,tool,2022-03-28T14:35:06-07:00,2024-05-01T12:56:35-07:00,"<p><strong>The Director of Planning approved this application, and a Development Permit was issued on May 1, 2024.</strong></p><p><br></p>",FALSE,2,FALSE,participant,TRUE,NA,15404,NA,NA,NA
29552,projects,https://engagevancouver.ca.engagementhq.com/815-sw-marine-dr,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/deaf25b2ce6371f4be62b381093d1bbc6247e563/original/1649365247/42a92cc619b5cd0edd77cf2aded0df84_Rendering_View_from_SW_Marine_Dr.png?1649365247"" style=""width: 100%;"" class=""fr-fic fr-dib""></p><p>Billard Architecture Inc. has applied to the City of Vancouver for permission to develop the following on this site:</p><ul><li>Addition of a fourth storey to this existing multiple dwelling building</li><li>Exterior alterations to add patios on the main floor, balconies on the second and third floors, and window replacements</li><li>Interior alterations to convert the existing storage/locker area into a dwelling unit on the main floor</li><li>Total of 26 dwelling units</li><li>A height of approximately 10.4 m (34.12 ft.)</li><li>A floor space ratio of 1.23 (1,656.41 m&sup2; / 17,830.10 sq. ft.)</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-rm-3a.pdf"">RM-3A zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",815 SW Marine Dr (DP-2022-00127) development application ,815-sw-marine-dr,archived,NA,TRUE,detailed,Public,"Development, Marpole, Approved","Development, Marpole, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/deaf25b2ce6371f4be62b381093d1bbc6247e563/original/1649365323/575b37aa421e590dfb9d33fcc4621983_Rendering_View_from_SW_Marine_Dr.png?1649365323,View from the northside,Rendering view from SW Marine Dr,textwrap_default,0,463,FALSE,2022-04-07T14:11:09-07:00,0,1,,tool,2022-03-29T10:19:11-07:00,2023-03-09T14:12:05-08:00,"<p><strong>The Director of Planning approved this application, and a Development Permit was issued on March 8, 2023.</strong></p><p><br></p>",FALSE,10,FALSE,participant,TRUE,NA,15404,NA,NA,NA
29630,projects,https://engagevancouver.ca.engagementhq.com/8460-ash-st,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/75b4edfb3b94ed2c60fe654769294dea0df85642/original/1648744188/df7ab546f9118172fac1048bf8728bb5_Rendering_of_8460_Ash_St.PNG?1648744188"" style=""width: 100%;"" class=""fr-fic fr-dib""></p><p>Intracorp Homes has applied to the City of Vancouver for permission to develop this site with two multiple dwelling buildings, having 16 and 17 storeys, including:</p><ul><li>A total of 252 Secured Market Rental Housing units</li><li>A total of 125 social housing units (comprised of 54 replacement and 71 additional co-op units)</li><li>A total of 377 dwelling units</li><li>A proposed FSR of 7.15 (312,627 sq.ft.)</li><li>A proposed height of 91.2 m (299.25 ft.) &amp; 57.83 m (189.75 ft.)</li><li>Three levels of underground parking, providing a total of 137 parking spaces having vehicular access from lane</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/cd-1.pdf"">CD-1 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",8460 Ash St (DP-2022-00069) development application ,8460-ash-st,archived,NA,TRUE,detailed,Public,"Development, Marpole, Approved","Development, Marpole, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/75b4edfb3b94ed2c60fe654769294dea0df85642/original/1648744172/431363ac24edfa9b2b792a13e2e8ed59_Rendering_of_8460_Ash_St.PNG?1648744172,View from the northside,Rendering of 8460 Ash St,textwrap_default,0,697,FALSE,2022-03-31T09:48:18-07:00,0,1,,tool,2022-03-31T09:29:01-07:00,2023-03-28T13:49:19-07:00,"<p><strong>The Director of Planning approved this application, and a Development Permit was issued on March 23, 2023.</strong></p><p><br></p>",FALSE,2,FALSE,participant,TRUE,NA,15404,NA,NA,NA
29634,projects,https://engagevancouver.ca.engagementhq.com/8495-cambie-st,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/d67a58d21d67fde7ca6806c262651ecb279d1a1a/original/1648745487/b5a54cdb7b94420a059337c0d541fe39_Rendering_of_8495_Cambie_St.PNG?1648745487"" style=""width: 100%;"" class=""fr-fic fr-dib""></p><p>Intracorp Homes has applied to the City of Vancouver for permission to develop this site with a mixed-use development building, having 32 storeys, with commercial retail use (main floor - 2<sup>nd</sup> floor) and residential use (main floor - 32<sup>nd</sup> floor), including:</p><ul><li>A total of 272 Secured Market Rental Housing units</li><li>A proposed FSR of 10.65 (210,449 sq.ft.)</li><li>A proposed height of 102.1 m (335 ft.)</li><li>Four levels of underground parking, providing a total of 76 parking spaces having vehicular access from lane</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/cd-1.pdf"">CD-1 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",8495 Cambie St (DP-2022-00070) development application,8495-cambie-st,archived,NA,TRUE,detailed,Public,"Development, Marpole, Approved","Development, Marpole, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/8e99a9b5c3a7d7b7f21e4de60a1590a0047dc1a0/original/1648748756/c52355f7baa9f650f3bfeb6aa0ceadef_blob?1648748756-unsplash--undefined,View from the northside,Rendering of 8495 Cambie St,textwrap_default,0,604,FALSE,2022-03-31T10:04:17-07:00,0,1,,tool,2022-03-31T09:50:51-07:00,2023-03-28T13:55:18-07:00,"<p><strong>The Director of Planning approved this application, and a Development Permit was issued on March 23, 2023.</strong></p><p><br></p>",FALSE,1,FALSE,participant,TRUE,NA,15404,NA,NA,NA
29640,projects,https://engagevancouver.ca.engagementhq.com/1802-franklin-st,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/938a21cbea643acc484472b2806c548f3e65c65f/original/1649371224/72990add502611932c697ea7f937dc1d_Aerial_rendering_from_Salsbury_Dr.png?1649371224"" style=""width: 100%;"" class=""fr-fic fr-dib""></p><p>Vandwell Developments has applied to the City of Vancouver for permission to develop a new five-storey mini-storage building, containing one caretaker&rsquo;s unit, consisting of:</p><ul><li>A proposed floor space ratio of 5.0 (approximately 29,825 sq. ft.)</li><li>A proposed height of approximately 97.6 ft.</li><li>Two parking spaces at grade within the building, having access from the lane</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-m-2.pdf"">M-2 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",1802 Franklin St (DP-2022-00136) development application,1802-franklin-st,archived,NA,TRUE,detailed,Public,"Development, Grandview-Woodland, Approved","Development, Grandview-Woodland, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/938a21cbea643acc484472b2806c548f3e65c65f/original/1649371261/157b9fc485aa29b3bcb6ca6d5bce6fd7_Aerial_rendering_from_Salsbury_Dr.png?1649371261,View from the northside,NA,textwrap_default,0,736,FALSE,2022-04-07T15:52:54-07:00,0,1,,tool,2022-03-31T10:49:41-07:00,2024-01-16T12:00:06-08:00,"<p><strong>The Director of Planning has requested you be advised this development application was cancelled on September 25, 2023.</strong> <strong><br></strong></p><p><br></p>",FALSE,1,FALSE,participant,TRUE,NA,15404,NA,NA,NA
29641,projects,https://engagevancouver.ca.engagementhq.com/1540-e-3-ave,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/95ee2d6bdb1df69a212c1dcbdbc673167100c9c1/original/1649444558/40340c627034927666bacf7bd14e1305_Renderiing_view_from_E_3rd_Ave.png?1649444558"" style=""width: 418px;"" class=""fr-fic fr-dib""></p><p>MA+HG Architects has applied to the City of Vancouver for permission to develop the following on this site:</p><ul><li>Two, four-storey stacked townhouse multiple dwelling buildings</li><li>Containing a total of eight strata market dwelling units</li><li>Building 1 (front), total height of approximately 40.20 ft. (Top of Parapet)</li><li>Building 2 (rear), total height of approximately 42.20 ft. (Top of Parapet)</li><li>Total site Floor Space Ratio of 1.45 (approximately 9,243.46 sq. ft.)</li><li>Six parking spaces having vehicular access from the lane</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-rm-4.pdf"">RM-4 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",1540 E 3rd Ave (DP-2021-00993) development application,1540-e-3-ave,archived,NA,TRUE,detailed,Public,"Development, Grandview-Woodland, Approved","Development, Grandview-Woodland, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/95ee2d6bdb1df69a212c1dcbdbc673167100c9c1/original/1649444689/cbfb9477b71d70186a3e7c3e56cd1cfc_Renderiing_view_from_E_3rd_Ave.png?1649444689,View from the northside,NA,textwrap_default,0,896,FALSE,2022-04-08T12:26:49-07:00,0,1,,tool,2022-03-31T10:50:37-07:00,2024-01-16T15:13:14-08:00,"<p><strong>The Director of Planning approved this application, and a Development Permit was issued on August 18, 2023.</strong></p><p><br></p>",FALSE,14,FALSE,participant,TRUE,NA,15404,NA,NA,NA
29642,projects,https://engagevancouver.ca.engagementhq.com/2751-w-7-ave,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/22a3fa1ae78247d5016feced1da1eff4e117143b/original/1649448989/e8d81b7bd24cfeda5a5a0973092f95fb_Capture.JPG?1649448989"" style=""width: 100%;"" class=""fr-fic fr-dib"">Gradual Architecture Inc. has applied to the City of Vancouver for permission to alter and convert this existing one-family dwelling to a two units Multiple Conversion Dwelling, consisting of:</p><ul><li>A floor space ratio of 0.75 (approximately 3,286 sq.ft. / 305 m&sup2;)</li><li>A height of approximately 28.27 ft./ 8.6 m</li><li>A two-car garage at the rear of the site having vehicular access from the lane</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-rt-8.pdf"">RT-8 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",2751 W 7th Ave (DP-2021-00923) development application ,2751-w-7-ave,archived,NA,TRUE,detailed,Public,"Development, Kitsilano, Approved","Development, Kitsilano, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/22a3fa1ae78247d5016feced1da1eff4e117143b/original/1649449061/2279748c424de853bbf887332d7a85fd_Capture.JPG?1649449061,View from the northside,view from w 7th ave ,textwrap_default,0,518,FALSE,2022-04-08T13:50:44-07:00,0,1,,tool,2022-03-31T10:51:16-07:00,2023-02-15T10:45:13-08:00,"<p><strong>The Director of Planning approved this application, and a Development Permit was issued on December 1, 2022.</strong></p><p><br></p>",FALSE,2,FALSE,participant,TRUE,NA,15404,NA,NA,NA
29644,projects,https://engagevancouver.ca.engagementhq.com/45-w-7-ave,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/182135cfa99e504073c9e1a4ebc8eb5809a33c0a/original/1650408694/0fcbbd9b4ba9ee3b9d9383d5a61b94da_Rendering_of_south_elevation_1.png?1650408694"" style=""width: 85%;"" class=""fr-fic fr-dib""></p><p>Francl Architecture Inc. has applied to the City of Vancouver for permission to develop a new mixed-use building containing an industrial use on the main and second storey and office use from the second to fourth storey, consisting of:</p><ul><li>A Floor Space Ratio of 3.0 (approximately 48,336 sq. ft.)</li><li>A proposed height of approximately 68.6 ft.</li><li>60 parking stalls, located underground, having access from the rear</li></ul><p>Under the site&rsquo;s existing<a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-i-1.pdf"">&nbsp;I-1 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",45 W 7th Ave (DP-2022-00028) development application,45-w-7-ave,archived,NA,TRUE,detailed,Public,"Development, Mount Pleasant, Withdrawn","Development, Mount Pleasant, Withdrawn",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/182135cfa99e504073c9e1a4ebc8eb5809a33c0a/original/1650408810/d91f72cbe7b728f6beb1c09f5139b0a6_Rendering_of_south_elevation_1.png?1650408810,View from the northside,Rendering of south elevation,textwrap_default,0,746,FALSE,2022-04-19T16:18:52-07:00,0,1,,tool,2022-03-31T10:51:43-07:00,2024-01-03T08:53:56-08:00,"<p><strong>The Director of Planning has requested you be advised that this development application was withdrawn by the applicant on April 11, 2023.</strong></p><p><br></p>",FALSE,0,FALSE,participant,TRUE,NA,15404,NA,NA,NA
29645,projects,https://engagevancouver.ca.engagementhq.com/1263-w-8-ave,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/f5552845a8b7b0f0163cc3d0e16b560febba4123/original/1651535964/7545edfbb12cce7a5fb3bf93c43719bb_Rendering_view_from_W_8th_Ave.png?1651535964"" style=""width: 100%;"" class=""fr-fic fr-dib""></p><p>Ian McLean Architect Inc. has applied to the City of Vancouver for permission to perform interior and exterior alterations to this existing multiple dwelling building, including:</p><ul><li>Converting existing balconies to habitable floor area</li><li>Providing access and increasing the size of roof decks</li><li>A proposed Floor Space Ratio of 1.77 (approximately 19,748 sq. ft.)</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/zoning-by-law-district-schedule-fm-1.pdf"">FM-1 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",1263 W 8th Ave (DP-2021-01043) development application,1263-w-8-ave,archived,NA,TRUE,detailed,Public,"Development, Fairview, Approved","Development, Fairview, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/f5552845a8b7b0f0163cc3d0e16b560febba4123/original/1651535983/ab09c4bc0aacc2816bf22b11ff175db1_Rendering_view_from_W_8th_Ave.png?1651535983,View from the northside,NA,textwrap_default,0,433,FALSE,2022-05-03T09:33:25-07:00,0,1,,tool,2022-03-31T10:52:09-07:00,2024-01-16T15:57:57-08:00,"<p><strong>The Director of Planning approved this application, and a Development Permit was issued on April 11, 2023.</strong></p><p><br></p>",FALSE,9,FALSE,participant,TRUE,NA,15404,NA,NA,NA
29690,projects,https://engagevancouver.ca.engagementhq.com/5590-victoria-dr-2,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/4627a443df1734190160cb516553acba9dbd9430/original/1648829750/d9e1f14fed3c91565a8bdc5cdd745187_Rendering_of_5590_Victoria_Dr.PNG?1648829750"" style=""width: 100%;"" class=""fr-fic fr-dib""></p><p>Catalyst Community Developments Society has applied to the City of Vancouver for permission to develop a six-storey, mixed-use building, consisting of:</p><ul><li>Retail and Office uses at grade</li><li>54 Secured Market Rental Units</li><li>A proposed floor space ratio of 3.48</li><li>A proposed Floor Area of 44,518 sq.ft. (4,135.88 m<sup>2</sup>)</li><li>A proposed height of 73.2 ft. (22.3 m)</li><li>One level of underground parking, having vehicular access from the lane</li></ul><p>Under the site&rsquo;s existing <a href=""https://bylaws.vancouver.ca/zoning/cd-1.pdf"">CD-1 zoning</a>, the application is &ldquo;conditional&rdquo; so it may be permitted. However, it requires the decision of the Director of Planning.</p>",5590 Victoria Dr (DP-2022-00236) development application,5590-victoria-dr-2,archived,NA,TRUE,detailed,Public,"Development, Kensington-Cedar Cottage, Approved","Development, Kensington-Cedar Cottage, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/8e99a9b5c3a7d7b7f21e4de60a1590a0047dc1a0/original/1648829736/c5956cc3a26ae3e6b83fb4d447a9de4e_blob?1648829736-unsplash--undefined,View from the northside,Rendering of 5590 Victoria Dr,textwrap_default,0,580,FALSE,2022-04-01T09:22:04-07:00,0,1,,tool,2022-04-01T09:00:50-07:00,2022-06-08T14:26:58-07:00,"<p><strong>The Director of Planning approved the application on June 8, 2022, subject to conditions. &nbsp;A Development Permit may be issued once all conditions have been satisfied. For more information, please see the Prior-to letter under &quot;Application documents&quot;</strong></p><p><br></p>",FALSE,1,FALSE,participant,TRUE,NA,15404,NA,NA,NA
29710,projects,https://engagevancouver.ca.engagementhq.com/5828-5850-granville-st,"<p><br></p><p style=""text-align: center;""><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/31e08d37f30c627da8983a921da3062c13655f6c/original/1651863215/a293dc6b5643987e59b0ade5dbb7b912_SRP_Building_Example_RR-2B_-_Label.png?1651863215"" style=""width: 590px;"" class=""fr-fic fr-dib""></p><p>We would like your feedback on a rezoning application at 5828-5850 Granville St. The zoning would change from RS-1 (Residential) district to RR-2B (Residential Rental) district.</p><p>The RR-2B district allows for:</p><ul><li>a 5-storey apartment building where all units are secured as market rental; and</li><li>a floor space ratio (FSR) up to 2.2</li><li>a maximum building height of 16.8 m (55 ft.)</li></ul><p>The application is being considered under the <em>Secured Rental Policy</em> (Section 2.4 Rezonings in Low-Density Transition Areas).</p><p>If approved, this site&#39;s zoning will change to RR-2B. Any development on the site would have to conform to these zoning regulations and design guidelines. This approach differs from a site-specific Comprehensive Development (CD) District rezoning. It allows for a simplified rezoning process and provides greater clarity and consistency on the types of new secured rental buildings that may be built in eligible low-density areas.</p><p><strong>The specific form of development (building design) will be reviewed through a future Development Permit process. Application drawings will be available for viewing and comment at that time.</strong></p><h2><br></h2><h2>Rezoning Policy Background</h2><p>On December 14, 2021, Council approved amendments to the Secured Rental Policy (SRP) to allow simplified rezonings in low-density areas near shopping, public transportation and other amenities. This policy is intended to help:</p><ul><li>Increase housing choice for renter households</li><li>Streamline processes and clarifying policy requirements</li><li>Diversify rental housing options</li><li>Respond to the City&rsquo;s Climate Emergency</li><li>Help enhance local shopping areas</li><li>Improving livability of rental housing</li></ul><p>Learn more about:</p><ul><li><a href=""https://vancouver.ca/people-programs/creating-new-market-rental-housing.aspx"" rel=""noopener noreferrer"" target=""_blank"">Secured Rental Policy</a></li><li><a href=""https://council.vancouver.ca/20211102/documents/phea1report.pdf#page=242"" rel=""noopener noreferrer"" target=""_blank"">Public feedback during the development of SRP</a></li><li>How SRP helps deliver key objectives of the <a href=""https://vancouver.ca/people-programs/housing-vancouver-strategy.aspx"" rel=""noopener noreferrer"" target=""_blank"">Housing Vancouver Strategy</a></li><li><a href=""https://vancouver.ca/files/cov/SRP-Low-density-Transition-Areas-Rezoning-Guide.pdf#page=3"" rel=""noopener noreferrer"" target=""_blank"">Sites eligible for rezoning in low-density transition areas (map included)</a></li></ul>",5828-5850 Granville St rezoning application ,5828-5850-granville-st,archived,NA,TRUE,detailed,Public,"Rezoning, Oakridge, Approved","Rezoning, Oakridge, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/0210c12d97917db7f898b045ab87b38405554a24/original/1649360341/606942fa5128148fb8131c08dacfdedf_SRP_Building_Example_RR-2B.png?1649360341,724 E 56th Ave - Looking southwest from the street,Building example of RR-2B,textwrap_default,0,1518,FALSE,2022-05-02T11:55:18-07:00,0,1,,tool,2022-04-01T14:27:35-07:00,2023-03-10T11:03:46-08:00,"<p><strong>This application was approved by Council at Public Hearing on March 7, 2023</strong></p>",FALSE,14,FALSE,participant,TRUE,NA,15404,NA,NA,NA
29712,projects,https://engagevancouver.ca.engagementhq.com/5995-6015-dunbar-st,"<p><img src=""https://s3.ca-central-1.amazonaws.com/ehq-production-canada/31e08d37f30c627da8983a921da3062c13655f6c/original/1651602083/71382017a5639df56d66de8b2f31788e_SRP_Building_Example_RR-2B_-_Label.png?1651602083"" style=""width: 476px;"" class=""fr-fic fr-dib""></p><p>We would like your feedback on a rezoning application at 5995-6015 Dunbar St. The zoning would change from RS-5 (Residential) district to RR-2B (Residential Rental) district.</p><p>The RR-2B district allows for:</p><ul><li>a 5-storey apartment building where all units are secured as market rental; and</li><li>a floor space ratio (FSR) up to 2.2</li><li>a maximum building height of 16.8 m (55 ft.)</li></ul><p>The application is being considered under the <em>Secured Rental Policy</em> (Section 2.4 Rezonings in Low-Density Transition Areas).</p><p>If approved, this site&#39;s zoning will change to RR-2B. Any development on the site would have to conform to these zoning regulations and design guidelines. This approach differs from a site-specific Comprehensive Development (CD) District rezoning. It allows for a simplified rezoning process and provides greater clarity and consistency on the types of new secured rental buildings that may be built in eligible low-density areas.<br><br></p><p><strong>The specific form of development (building design) will be reviewed through a future Development Permit process. Application drawings will be available for viewing and comment at that time.</strong></p><h2><br></h2><h2>Rezoning Policy Background</h2><p>On December 14, 2021, Council approved amendments to the Secured Rental Policy (SRP) to allow simplified rezonings in low-density areas near shopping, public transportation and other amenities. This policy is intended to help:</p><ul><li>Increase housing choice for renter households</li><li>Streamline processes and clarifying policy requirements</li><li>Diversify rental housing options</li><li>Respond to the City&rsquo;s Climate Emergency</li><li>Help enhance local shopping areas</li><li>Improving livability of rental housing</li></ul><p>Learn more about:</p><ul><li><a href=""https://vancouver.ca/people-programs/creating-new-market-rental-housing.aspx"" rel=""noopener noreferrer"" target=""_blank"">Secured Rental Policy</a></li><li><a href=""https://council.vancouver.ca/20211102/documents/phea1report.pdf#page=242"" rel=""noopener noreferrer"" target=""_blank"">Public feedback during the development of SRP</a></li><li>How SRP helps deliver key objectives of the <a href=""https://vancouver.ca/people-programs/housing-vancouver-strategy.aspx"" rel=""noopener noreferrer"" target=""_blank"">Housing Vancouver Strategy</a></li><li><a href=""https://vancouver.ca/files/cov/SRP-Low-density-Transition-Areas-Rezoning-Guide.pdf#page=3"" rel=""noopener noreferrer"" target=""_blank"">Sites eligible for rezoning in low-density transition areas (map included)</a></li></ul>",5995-6015 Dunbar St rezoning application,5995-6015-dunbar-st,archived,NA,TRUE,detailed,Public,"Rezoning, Dunbar-Southlands, Approved","Rezoning, Dunbar-Southlands, Approved",https://s3.ca-central-1.amazonaws.com/ehq-production-canada/0210c12d97917db7f898b045ab87b38405554a24/original/1649360222/86c35243e612f2d94b96976c0913933c_SRP_Building_Example_RR-2B.png?1649360222,724 E 56th Ave - Looking southwest from the street,Building example of RR-2B,textwrap_default,0,1717,FALSE,2022-05-25T15:32:25-07:00,0,1,,tool,2022-04-01T14:39:52-07:00,2023-04-26T15:44:48-07:00,"<p><strong>This application was approved by Council at Public Hearing on April 25, 2023.</strong></p>",FALSE,53,FALSE,participant,TRUE,NA,15404,NA,NA,NA
